Ticker,Description,Last,Change,%,Change,Rating,Volume,Market,Capitalization,Price,to,Earnings,Ratio,(TTM),Basic,EPS,(TTM),Number,of,Employees,Sector
SWTX,"SpringWorks Therapeutics, Inc.",72.29,5.73350885,3.92,Neutral,1081564,3551456799.00971,,-1.8623,78,Health,Technology,,,,,,,,,
SWX,"Southwest Gas Holdings, Inc.",68.94,0.34934498,0.24,Sell,1377213,4073898995.00116,14.98610387,4.6097,11149,Utilities,,,,,,,,,,
SXC,"SunCoke Energy, Inc.",6.59,-6.39204545,-0.45,Sell,2597877,547207269.693314,,0.0003,841,Energy,Minerals,,,,,,,,,
SXT,Sensient,Technologies,Corporation,92.99,2.09705753,1.91,Buy,779598,3931598769.4418,34.1583071,2.7377,3948,Distribution,Services,,,,,,,
SXTC,"China SXT Pharmaceuticals, Inc.",1.055,-4.95495495,-0.055,Strong,Sell,469443,16378973.3990385,,-0.1619,96,Health,Technology,,,,,,,,
SY,So-Young,International,Inc.,-,American,Depository,Shares,4.755,-10.7879925,-0.575,Strong,Sell,4991592,483510016,64.35506241,0.0742,1564,Technology,Services,,
SYBX,"Synlogic, Inc.",3.145,-0.47468354,-0.015,Sell,551726,164714076.121451,,-1.3866,72,Health,Technology,,,,,,,,,
SYF,Synchrony,Financial,48.93,3.40236686,1.61,Strong,Buy,18779385,27886771752.7156,8.60951973,5.6386,16500,Finance,,,,,,,,
SYK,Stryker,Corporation,276.09,0.81428467,2.23,Buy,4234311,104112515055.821,50.72583155,5.5372,43000,Health,Technology,,,,,,,,
SYN,"Synthetic Biologics, Inc.",0.4676,-8.65403399,-0.0443,Strong,Sell,7302889,61743085.1215264,,-0.4337,10,Health,Technology,,,,,,,,
SYNA,Synaptics,Incorporated,186.14,2.27472527,4.14,Buy,1015536,7278662626.48843,87.76691658,2.2775,1463,Electronic,Technology,,,,,,,,
SYNH,"Syneos Health, Inc.",93.76,-0.57264051,-0.54,Buy,1626168,9702580211.07154,41.8405182,2.2668,24310,Commercial,Services,,,,,,,,,
SYPR,"Sypris Solutions, Inc.",3.5,-4.63215259,-0.17,Buy,530192,75993559.9722992,17.89786812,0.2135,664,Producer,Manufacturing,,,,,,,,,
SYRS,"Syros Pharmaceuticals, Inc.",5.38,6.11439842,0.31,Sell,1598426,333187696.812977,,-1.6329,103,Health,Technology,,,,,,,,,
SYTA,"Siyata Mobile, Inc.",3.415,-14.41102757,-0.575,Sell,377842,16447291.6876791,,,25,Non-Energy,Minerals,,,,,,,,,
SYY,Sysco,Corporation,77.01,0.58777429,0.45,Neutral,5471213,39435416689.7842,74.66470876,1.0268,58000,Distribution,Services,,,,,,,,
T,AT&T,Inc.,27.6532,1.74098602,0.4732,Sell,118082432,197443845814.424,,-0.3044,230000,Communications,,,,,,,,,
TA,TravelCenters,of,America,Inc.,43.39,3.26035221,1.37,Buy,360569,632647231.028662,22.75214148,1.8095,13150,Consumer,Services,,,,,,
TACO,"Del Taco Restaurants, Inc.",8.48,-0.23529412,-0.02,Sell,971819,308607690.304762,14.30274136,0.5925,7892,Consumer,Services,,,,,,,,,
TAIT,Taitron,Components,Incorporated,4.04,-4.03800475,-0.17,Sell,49845,23658967.2,11.75637394,0.3572,16,Distribution,Services,,,,,,,
TAL,TAL,Education,Group,4.525,-8.77016129,-0.435,Sell,67254061,2830719254,,-0.1772,34733,Commercial,Services,,,,,,,
TALK,"Talkspace, Inc.",4.495,-10.1,-0.505,Sell,4820116,684389508.635593,,-0.7006,3,Technology,Services,,,,,,,,,
TALO,"Talos Energy, Inc.",13.355,7.01121795,0.875,Buy,3657298,1093407234.60722,,-9.4866,414,Energy,Minerals,,,,,,,,,
TALS,"Talaris Therapeutics, Inc.",13.59,5.18575851,0.67,Neutral,72395,561890561.839488,,,90,Health,Technology,,,,,,,,,
TANH,Tantech,Holdings,Ltd.,0.7478,-10.82756976,-0.0908,Strong,Sell,1155184,32061249.6089988,,-0.2205,72,Process,Industries,,,,,,
TAOP,Taoping,Inc.,2.86,-5.92105263,-0.18,Strong,Sell,362868,42460590.7713311,,,58,Technology,Services,,,,,,,
TAP,Molson,Coors,Beverage,Company,46.62,2.30414747,1.05,Sell,5250903,10157621637.0998,,-2.5574,17000,Consumer,Non-Durables,,,,,,
TAST,"Carrols Restaurant Group, Inc.",3.84,-1.03092784,-0.04,Sell,1280899,196890394.005277,,-0.6358,26500,Consumer,Services,,,,,,,,,
TATT,TAT,Technologies,Ltd.,5.63,-1.7452007,-0.1,Sell,37518,49966251.0035651,,-0.6045,422,Electronic,Technology,,,,,,,
TBBK,"The Bancorp, Inc.",23.2,-2.23345976,-0.53,Sell,1388624,1322919699.08225,13.25301205,1.7904,635,Finance,,,,,,,,,,
TBI,"TrueBlue, Inc.",28.09,4.346211,1.17,Strong,Buy,384347,997292535.334642,24.85810571,1.1418,5200,Commercial,Services,,,,,,,,
TBK,"Triumph Bancorp, Inc.",82.58,0.4622871,0.38,Buy,370980,2073858169.29935,18.05282786,4.6072,1125.5,Finance,,,,,,,,,,
TBLA,Taboola.com,Ltd.,8.75,-1.9058296,-0.17,Sell,3410973,1996919838.09389,,,,Technology,Services,,,,,,,,
TBLT,"ToughBuilt Industries, Inc.",0.5554,-2.5955805,-0.0148,Strong,Sell,7684677,71813273.0020187,,-0.4323,52,Consumer,Non-Durables,,,,,,,,
TBPH,"Theravance Biopharma, Inc.",6.79,-19.73995272,-1.67,Sell,22707791,498862290.918759,,-4.1138,359,Health,Technology,,,,,,,,,
TCBI,"Texas Capital Bancshares, Inc.",57.18,1.04258703,0.59,Sell,1341679,2893182001.44427,11.89028149,4.9051,1619,Finance,,,,,,,,,,
TCDA,"Tricida, Inc.",4.425,3.14685315,0.135,Neutral,471273,223147145.64978,,-4.3714,64,Health,Technology,,,,,,,,,
TCOM,Trip.com,Group,Limited,28.89,-6.53510191,-2.02,Sell,22325256,17940040626.3453,6.28683262,4.6064,33400,Consumer,Services,,,,,,,
TCON,"TRACON Pharmaceuticals, Inc.",3.76,-2.84237726,-0.11,Sell,308549,73058184.9498681,,-1.5962,18,Health,Technology,,,,,,,,,
TCPC,BlackRock,TCP,Capital,Corp.,13.86,-1.77179305,-0.25,Neutral,1109761,800654272.915352,4.35720314,3.1993,,Miscellaneous,,,,,,,
TCRR,TCR2,Therapeutics,Inc.,15.74,-12.99060254,-2.35,Sell,2318727,601209569.954629,,-2.3266,118,Health,Technology,,,,,,,
TCS,Container,Store,(The),10.92,-1.88679245,-0.21,Sell,1220048,551755979.522222,5.81959263,1.9023,5100,Retail,Trade,,,,,,,
TDAC,Trident,Acquisitions,Corp.,11.6,-2.60285474,-0.31,Sell,185311,138824219.538067,,-0.4537,,Finance,,,,,,,,
TDC,Teradata,Corporation,51.65,1.05654471,0.54,Buy,4096105,5635014954.58675,57.13328868,0.9279,7543,Technology,Services,,,,,,,,
TDG,Transdigm,Group,Inc.,605.36,0.96737608,5.8,Neutral,893775,33362864476.642,71.68200582,8.5511,14200,Electronic,Technology,,,,,,,
TDOC,"Teladoc Health, Inc.",135.43,-4.67375238,-6.64,Sell,9881531,21566988866.7999,,-5.6694,4400,Health,Services,,,,,,,,,
TDS,"Telephone and Data Systems, Inc.",19.615,-0.48198884,-0.095,Sell,2173120,2107470733.42481,13.59716233,1.4809,9200,Communications,,,,,,,,,,
TDUP,ThredUp,Inc.,19.83,8.00653595,1.47,Sell,1834582,1880123203.33554,,,1862,Retail,Trade,,,,,,,,
TDW,Tidewater,Inc.,10.95,-1.79372197,-0.2,Sell,471088,450485251.759176,,-3.2467,5400,Industrial,Services,,,,,,,,
TDY,Teledyne,Technologies,Incorporated,427.43,-1.24532138,-5.39,Neutral,1422743,19921075906.8227,44.61662514,9.9432,10670,Electronic,Technology,,,,,,,
TEAM,Atlassian,Corporation,Plc,400.11,5.30041845,20.14,Strong,Buy,3432471,100794676514.1,,-2.7905,6433,Technology,Services,,,,,,
TECH,Bio-Techne,Corp,527.06,1.98726756,10.27,Buy,838902,20680945171.8415,152.53290326,3.6231,2600,Health,Technology,,,,,,,,
TECK,Teck,Resources,Ltd,25.785,2.0783848,0.525,Strong,Buy,29325291,13754909100.572,114.91149584,0.24549786,10000,Non-Energy,Minerals,,,,,,
TEDU,"Tarena International, Inc.",1.428,-4.8,-0.072,Strong,Sell,676257,81372241,,,10181,Commercial,Services,,,,,,,,
TEL,TE,Connectivity,Ltd.,New,Switzerland,Registered,Shares,143.7,-1.16918845,-1.7,Buy,5297240,47133157076.9586,28.46709596,5.1343,82000,Electronic,Technology,,,
TELL,Tellurian,Inc.,3.37,16.60899654,0.48,Buy,67512019,1586325461.35028,,-0.2889,102,Energy,Minerals,,,,,,,,
TEN,Tenneco,Inc.,13.505,3.0129672,0.395,Sell,2574630,1106990263.80792,,-3.4053,73000,Producer,Manufacturing,,,,,,,,
TENB,"Tenable Holdings, Inc.",47.32,2.73556231,1.26,Buy,4270087,5043305838.18082,,-0.2604,1367,Technology,Services,,,,,,,,,
TENX,"Tenax Therapeutics, Inc.",1.3287,-6.42957746,-0.0913,Strong,Sell,2909943,33484984.6408696,,-2.1387,9,Health,Technology,,,,,,,,
TER,"Teradyne, Inc.",123.31,1.93436389,2.34,Buy,3588422,20342846536.9034,23.91181016,5.7359,5500,Electronic,Technology,,,,,,,,,
TEX,Terex,Corporation,45.34,-1.94636678,-0.9,Sell,1968752,3164732021.03712,21.34603594,2.1507,8200,Producer,Manufacturing,,,,,,,,
TFC,Truist,Financial,Corporation,55.59,0.70652174,0.39,Neutral,17556185,74203226844.8831,14.53071895,3.8592,,Finance,,,,,,,,
TFFP,"TFF Pharmaceuticals, Inc.",7.72,-7.21153846,-0.6,Strong,Sell,1012908,195870146.097087,,-1.0157,4,Health,Technology,,,,,,,,
TFSL,TFS,Financial,Corporation,18.63,0.43126685,0.08,Sell,647082,5228022713.5008,68.63103953,0.275,,Finance,,,,,,,,
TFX,Teleflex,Incorporated,386.74,3.8451211,14.32,Sell,611826,18099871968.3674,52.48396462,7.5236,14000,Health,Technology,,,,,,,,
TG,Tredegar,Corporation,12.2,-2.78884462,-0.35,Strong,Sell,884866,411473277.648,,-1.021,2400,Producer,Manufacturing,,,,,,,
TGH,Textainer,Group,Holdings,Limited,33.41,2.04642639,0.67,Buy,1419755,1658259164.859,8.38714697,3.9164,160,Finance,,,,,,,
TGI,"Triumph Group, Inc.",17.62,1.4392631,0.25,Neutral,1599183,1138258180.62873,,-3.683,7939,Electronic,Technology,,,,,,,,,
TGLS,Tecnoglass,Inc.,22.31,2.48047772,0.54,Buy,765540,1063624182.38528,19.20208153,1.1554,5583,Producer,Manufacturing,,,,,,,,
TGNA,TEGNA,Inc,19.9,19.80734497,3.29,Strong,Buy,9205053,4399600581.50107,6.94053092,2.7054,6430,Consumer,Services,,,,,,,
TGP,Teekay,LNG,Partners,L.P.,16.455,-0.57401813,-0.095,Buy,669672,1430782483.92739,7.62325581,2.1533,,Transportation,,,,,,,
TGT,Target,Corporation,246.59,0.83830866,2.05,Buy,7938103,120345552121.137,19.45106163,12.6718,409000,Retail,Trade,,,,,,,,
TGTX,"TG Therapeutics, Inc.",30.31,1.7455522,0.52,Neutral,4174048,4329237424.29465,,-2.7237,272,Health,Technology,,,,,,,,,
TH,Target,Hospitality,Corp.,3.59,-6.99481865,-0.27,Sell,366495,365560857.209632,,-0.3237,496,Consumer,Services,,,,,,,
THC,Tenet,Healthcare,Corporation,73.3376,0.863155,0.6276,Buy,1701692,7851071118.22622,18.32026651,4.0838,110000,Health,Services,,,,,,,
THG,Hanover,Insurance,Group,Inc,131.4,-2.65945626,-3.59,Sell,396738,4691461561.33767,9.73055654,13.7699,4300,Finance,,,,,,,
THMA,Thimble,Point,Acquisition,Corp.,9.897,-0.23185484,-0.023,Neutral,36678,341446491.002727,,,3,Finance,,,,,,,
THMO,"ThermoGenesis Holdings, Inc.",2.31,-3.34728033,-0.08,Sell,306122,27516221.04,,-1.2777,41,Health,Technology,,,,,,,,,
THO,"Thor Industries, Inc.",110.8543,-1.55909777,-1.7557,Sell,1529978,6137586109.48535,11.1793562,9.9228,22250,Consumer,Durables,,,,,,,,,
THR,"Thermon Group Holdings, Inc.",15.87,-0.12586532,-0.02,Sell,361517,528968855.497186,65.88380717,0.2446,1083,Producer,Manufacturing,,,,,,,,,
THRM,Gentherm,Inc,80.61,-0.64094663,-0.52,Buy,519495,2672592349.14451,23.0941704,3.5255,11519,Producer,Manufacturing,,,,,,,,
THRY,"Thryv Holdings, Inc.",29.57,0.37338764,0.11,Neutral,941607,1001401286.91166,5.82346866,5.3345,,Commercial,Services,,,,,,,,,
THS,"Treehouse Foods, Inc.",38.32,-1.56691498,-0.61,Sell,1844958,2135977674.49909,57.58074163,0.673,10900,Consumer,Non-Durables,,,,,,,,,
TIG,"Trean Insurance Group, Inc.",9.96,-2.82926829,-0.29,Sell,283991,509691483.81121,5.82440868,1.7463,334,Finance,,,,,,,,,,
TIGR,UP,Fintech,Holding,Limited,13.075,-10.01376462,-1.455,Sell,21356433,2209927457,57.64506565,0.2434,785,Finance,,,,,,,
TIL,"Instil Bio, Inc.",18.975,1.63363685,0.305,Buy,1174626,2443256450.58892,,,150,Health,Technology,,,,,,,,,
TILE,"Interface, Inc.",14.505,2.00421941,0.285,Buy,1133059,856591889.314375,17.62824456,0.8129,3742,Producer,Manufacturing,,,,,,,,,
TIPT,Tiptree,Inc.,9.89,-1.39581256,-0.14,Buy,215806,330395015.699898,5.39961549,1.899,1372,Finance,,,,,,,,,
TIRX,TIAN,RUIXIANG,Holdings,Ltd,4.0854,-2.95961995,-0.1246,Sell,401947,32989603.9937438,73.68421053,0.0551,64,Finance,,,,,,,
TISI,"Team, Inc.",3.5,-10.71428571,-0.42,Strong,Sell,3407948,108429247.115385,,-2.4558,5400,Commercial,Services,,,,,,,,
TITN,Titan,Machinery,Inc.,26.507,0.02641509,0.007,Neutral,601025,598939559.167343,18.83775893,1.4393,2249,Distribution,Services,,,,,,,
TJX,"TJX Companies, Inc. (The)",70.65,2.58457964,1.78,Buy,21757106,84959406118.7435,33.70361387,2.0874,320000,Retail,Trade,,,,,,,,,
TK,Teekay,Corporation,3.39,-0.58651026,-0.02,Buy,1561064,343336202.370262,,-0.2646,5350,Transportation,,,,,,,,,
TKAT,"Takung Art Co., Ltd.",9.09,1.11234705,0.1,Sell,10422266,112705758.878301,,-0.6437,24,Technology,Services,,,,,,,,,
TKR,Timken,Company,(The),68.3319,-2.95142735,-2.0781,Sell,2273825,5210892172.63575,15.0631016,4.7547,17000,Producer,Manufacturing,,,,,,,
TLGT,"Teligent, Inc.",0.3809,-15.61807709,-0.0705,Strong,Sell,26580478,35354181.6150703,,-7.5274,142,Health,Technology,,,,,,,,
TLIS,Talis,Biomedical,Corporation,7.59,-1.42857143,-0.11,Sell,552038,421659396.796,,,136,Health,Technology,,,,,,,
TLMD,"SOC Telemed, Inc.",2.54,-12.11072664,-0.35,Sell,1952487,254288905.610687,,,226,Technology,Services,,,,,,,,,
TLRY,"Tilray, Inc. - Class 2",12.055,-2.86059629,-0.355,Sell,52861785,5415356927.3803,,-2.7048,2100,Process,Industries,,,,,,,,,
TLS,Telos,Corporation,33.5,-0.32728355,-0.11,Buy,2235596,2236300096.24962,,-0.4531,785,Commercial,Services,,,,,,,,
TLYS,"Tilly's, Inc.",14.8,2.70645385,0.39,Buy,832679,458164874.360027,10.55330829,1.4053,5100,Retail,Trade,,,,,,,,,
TMBR,"Timber Pharmaceuticals, Inc.",0.9065,-2.52688172,-0.0235,Strong,Sell,2765259,33232001.7279778,,,,Health,Technology,,,,,,,,
TMC,TMC,the,metals,company,Inc.,12.5225,33.07651435,3.1125,Strong,Buy,70936908,3761111932.371,,-0.5734,3,Finance,,,,,
TMCI,"Treace Medical Concepts, Inc.",28.38,3.84193194,1.05,Neutral,803095,1497944425.17865,,-0.1558,,Health,Technology,,,,,,,,,
TMDX,"TransMedics Group, Inc.",32.355,1.93761815,0.615,Strong,Buy,527626,895490936.398768,,-1.0952,110,Health,Technology,,,,,,,,
TME,Tencent,Music,Entertainment,Group,7.915,-8.49710983,-0.735,Sell,43197358,13364028817,21.88699945,0.3693,4769,Technology,Services,,,,,,
TMHC,Taylor,Morrison,Home,Corporation,26.56,0.15082956,0.04,Sell,3979745,3327678378.36121,7.96484399,3.3385,2700,Consumer,Durables,,,,,,
TMO,Thermo,Fisher,Scientific,Inc,558.39,-2.37254353,-13.57,Buy,3887031,219681196406.216,26.07213649,21.7564,80000,Health,Technology,,,,,,
TMST,TimkenSteel,Corporation,13.29,-0.22522523,-0.03,Buy,1953790,613694294.440233,23.23454699,0.7996,2000,Non-Energy,Minerals,,,,,,,,
TMUS,"T-Mobile US, Inc.",129.19,-1.23843743,-1.62,Sell,27919033,161224782790.66,40.64159151,3.15,75000,Communications,,,,,,,,,,
TMX,"Terminix Global Holdings, Inc.",43.73,-3.76320423,-1.71,Sell,3437876,5452563670.76602,78.89317889,0.546,11400,Consumer,Services,,,,,,,,,
TNDM,"Tandem Diabetes Care, Inc.",123.75,0.88863525,1.09,Strong,Buy,3260833,7799883079.70574,1431.09048724,0.1033,1500,Health,Technology,,,,,,,,
TNET,"TriNet Group, Inc.",93.55,1.68478261,1.55,Buy,551671,6160949029.44647,25.40688149,3.7206,2700,Commercial,Services,,,,,,,,,
TNK,Teekay,Tankers,Ltd.,12.2,0.32894737,0.04,Sell,909241,411446033.665595,,-7.9474,2100,Transportation,,,,,,,,
TNL,Travel,,Leisure,Co.,56.19,2.12649945,1.17,Buy,1845761,4849058834.36915,33.11802701,1.7153,15700,Consumer,Services,,,,,,
TNP,Tsakos,Energy,Navigation,Ltd,8.19,2.88944724,0.23,Sell,182036,149023686.792935,,-2.3914,,Transportation,,,,,,,
TNXP,Tonix,Pharmaceuticals,Holding,Corp.,0.6236,-5.51515152,-0.0364,Strong,Sell,46361517,222950468.795359,,-0.3192,17,Health,Technology,,,,,
TOL,"Toll Brothers, Inc.",62.55,2.08911376,1.28,Buy,4428618,7613398644.46234,11.6692367,5.2571,4500,Consumer,Durables,,,,,,,,,
TOPS,TOP,Ships,Inc.,1.43,3.62318841,0.05,Sell,4594743,56959721.4609929,,-27.4039,136,Transportation,,,,,,,,
TOUR,Tuniu,Corporation,1.47,-15.02890173,-0.26,Strong,Sell,612178,181539543,,-1.2344,2113,Consumer,Services,,,,,,,
TOWN,Towne,Bank,29.04,-0.3431709,-0.1,Sell,774179,2109001009.03377,10.04882441,2.8914,2490,Finance,,,,,,,,,
TPB,"Turning Point Brands, Inc.",48.54,1.78234431,0.85,Buy,423261,918576238.574442,20.62172189,2.4966,408,Consumer,Non-Durables,,,,,,,,,
TPC,Tutor,Perini,Corporation,13.015,-3.4495549,-0.465,Strong,Sell,1067577,664704440.860465,5.72250365,2.3493,8700,Industrial,Services,,,,,,
TPGY,TPG,Pace,Beneficial,Finance,Corp.,10.7186,-7.27854671,-0.8414,Sell,987150,468938767.847808,,-1.5345,3,Finance,,,,,,
TPH,"Tri Pointe Homes, Inc.",22.34,1.77676538,0.39,Neutral,3832643,2542053162.87738,7.05723992,3.1411,1163,Consumer,Durables,,,,,,,,,
TPIC,"TPI Composites, Inc.",35.25,0.2559727,0.09,Sell,1614269,1312997047.09286,258.47578348,0.2079,14900,Producer,Manufacturing,,,,,,,,,
TPR,"Tapestry, Inc.",41.33,2.12503089,0.86,Buy,10184282,11554842425.1279,13.51013091,3.003,16400,Retail,Trade,,,,,,,,,
TPST,"Tempest Therapeutics, Inc.",15.44,5.60875513,0.82,Sell,355271,103498058,,-25.086,13,Health,Technology,,,,,,,,,
TPTX,"Turning Point Therapeutics, Inc.",77.7,-1.2455516,-0.98,Neutral,664328,3838999110.93065,,-3.306,142,Health,Technology,,,,,,,,,
TPVG,TriplePoint,Venture,Growth,BDC,Corp.,15.375,2.36351531,0.355,Buy,463797,475852802.690583,11.18916207,1.3951,,Finance,,,,,,
TPX,"Tempur Sealy International, Inc.",47.86,1.3553579,0.64,Strong,Buy,6287723,9404337950.38201,18.6674998,2.647,9000,Consumer,Durables,,,,,,,,
TR,"Tootsie Roll Industries, Inc.",30.51,0.49407115,0.15,Sell,602624,2371787818.65844,34.38171739,0.8839,2000,Consumer,Non-Durables,,,,,,,,,
TRC,Tejon,Ranch,Co,18.83,0.91103966,0.17,Buy,242545,496054943.791156,243.13471503,0.0775,85,Finance,,,,,,,,
TREB,Trebia,Acquisition,Corp.,9.91,-0.20140987,-0.02,Neutral,348325,641053099.974747,,-0.1857,,Finance,,,,,,,,
TREC,Trecora,Resources,8.35,-4.78905359,-0.42,Buy,454408,203693269.494519,10.36877999,0.8146,263,Energy,Minerals,,,,,,,,
TREE,"LendingTree, Inc.",153.28,-1.61114321,-2.51,Sell,493777,2040929063.5053,,-0.5675,1303,Finance,,,,,,,,,,
TREX,"Trex Company, Inc.",108.44,-3.29944712,-3.7,Buy,2062419,12507979878.0252,63.97158923,1.6945,1555,Non-Energy,Minerals,,,,,,,,,
TRGP,"Targa Resources, Inc.",46.485,6.88664061,2.995,Buy,3787636,10629040887.0501,61.73671689,0.8504,2372,Energy,Minerals,,,,,,,,,
TRHC,"Tabula Rasa HealthCare, Inc.",29.22,1.49357416,0.43,Sell,1072105,731170028.273137,,-4.1031,1614,Technology,Services,,,,,,,,,
TRIB,Trinity,Biotech,plc,2.3805,-10.84269663,-0.2895,Sell,442381,49746054,3.7315773,0.7278,,Health,Technology,,,,,,,
TRIP,"TripAdvisor, Inc.",36.015,4.14979757,1.435,Sell,6415336,4948686750.6242,,-1.7789,2596,Consumer,Services,,,,,,,,,
TRIT,"Triterras, Inc.",5.15,1.77865613,0.09,Sell,782109,461032478.047619,,,,Technology,Services,,,,,,,,,
TRKA,"Troika Media Group, Inc.",1.63,0,0,Sell,977352,64379439.8888889,,-0.2231,112,Commercial,Services,,,,,,,,,
TRMB,Trimble,Inc.,91.67,-2.35406902,-2.21,Buy,3533659,23065995543.7294,44.98286833,2.065,11402,Electronic,Technology,,,,,,,,
TRMK,Trustmark,Corporation,30.29,1.0677344,0.32,Sell,1190255,1891760941.66184,9.39576572,3.2445,2797,Finance,,,,,,,,,
TRN,"Trinity Industries, Inc.",27.01,-5.0281294,-1.43,Sell,2462726,2682241931.74682,,-0.7663,6375,Producer,Manufacturing,,,,,,,,,
TRNO,Terreno,Realty,Corporation,66.31,0.63742601,0.42,Buy,1003345,4663015430,65.79104478,1.0118,26,Finance,,,,,,,,
TROW,"T. Rowe Price Group, Inc.",214.9,-0.78485688,-1.7,Buy,2898213,48768737724.0384,16.95769052,12.8162,7678,Finance,,,,,,,,,,
TROX,Tronox,Holdings,plc,24.54,19.47419669,4,Strong,Buy,34548990,3770413195.47129,3.55004459,7.1584,6483,Process,Industries,,,,,,
TRS,TriMas,Corporation,29.73,0.64319567,0.19,Sell,290748,1275928642.399,,-1.1957,3200,Producer,Manufacturing,,,,,,,,
TRTN,Triton,International,Limited,51.605,-0.56840077,-0.295,Neutral,1820676,3477845550.49698,10.03990923,5.1382,242,Finance,,,,,,,,
TRTX,"TPG RE Finance Trust, Inc.",12.59,5.70948783,0.68,Neutral,865458,969240948,24.96031746,0.5291,,Finance,,,,,,,,,,
TRU,TransUnion,117.77,-4.43073927,-5.46,Buy,4580627,22552955700.1677,49.35331296,2.4116,8200,Technology,Services,,,,,,,,,
TRUE,"TrueCar, Inc.",4.11,-3.06603774,-0.13,Sell,2349877,393387679.802885,5.19675203,0.8028,435,Technology,Services,,,,,,,,,
TRUP,"Trupanion, Inc.",82.34,-8,-7.16,Sell,1018869,3312946977.61873,,-0.708,911,Commercial,Services,,,,,,,,,
TRV,"The Travelers Companies, Inc.",156.869,0.32553083,0.509,Buy,4393635,39137702916.7217,10.5776847,14.9963,30600,Finance,,,,,,,,,,
TRVG,trivago,N.V.,2.54,-0.39215686,-0.01,Sell,1871114,890977446,,-0.0717,1354,Technology,Services,,,,,,,,
TRVN,"Trevena, Inc.",1.235,-1.2,-0.015,Sell,3004315,203168434.811475,,-0.2607,25,Health,Technology,,,,,,,,,
TSCO,Tractor,Supply,Company,209.65,2.34317794,4.8,Strong,Buy,3612132,23971033996.382,27.31644288,7.5801,42500,Retail,Trade,,,,,,
TSE,Trinseo,S.A.,48.565,0.21667355,0.105,Sell,1192571,1885673399.57464,4.88623205,10.2683,2600,Process,Industries,,,,,,,,
TSEM,Tower,Semiconductor,Ltd.,31.09,7.13301172,2.07,Strong,Buy,1849891,3320411998.35294,31.63790403,0.99235845,,Electronic,Technology,,,,,,
TSHA,"Taysha Gene Therapies, Inc.",20.91,3.15737543,0.64,Neutral,264861,802759183.840517,,-3.7248,,Health,Technology,,,,,,,,,
TSLA,"Tesla, Inc.",754.775,2.51334429,18.505,Strong,Buy,66563412,747238737780.753,393.84607368,2.2333,70757,Consumer,Durables,,,,,,,,
TSLX,"Sixth Street Specialty Lending, Inc.",21.97,-2.18165628,-0.49,Sell,747608,1600231635.00904,6.32791948,3.6185,,Finance,,,,,,,,,,
TSN,"Tyson Foods, Inc.",75.9,1.47058824,1.1,Buy,5300552,27158918983.9391,11.82063531,6.4796,139000,Consumer,Non-Durables,,,,,,,,,
TSP,TuSimple,Holdings,Inc.,37.99,-5.45047287,-2.19,Sell,7766085,7941444507.42029,,,839,Consumer,Durables,,,,,,,
TT,Trane,Technologies,plc,185.65,-2.32545904,-4.42,Neutral,4251919,44112056114.1801,33.85297845,5.6106,35000,Producer,Manufacturing,,,,,,,
TTC,Toro,Company,(The),104.83,-2.22906174,-2.39,Sell,1250147,11158594733.274,27.13224292,3.9166,10385,Producer,Manufacturing,,,,,,,
TTCF,"Tattooed Chef, Inc.",19.3178,-6.17872754,-1.2722,Sell,3568621,1583142926.55307,,-0.4422,500,Consumer,Non-Durables,,,,,,,,,
TTD,"The Trade Desk, Inc.",73.0783,0.40986535,0.2983,Neutral,12469637,34980854068.1476,75.35645882,0.5605,1545,Commercial,Services,,,,,,,,,
TTEC,"TTEC Holdings, Inc.",97.92,-3.84917518,-3.92,Sell,496909,4600803313.01715,28.65238384,3.4976,43000,Technology,Services,,,,,,,,,
TTEK,"Tetra Tech, Inc.",147.03,-0.3794295,-0.56,Buy,626655,7950085528.72793,41.14936069,3.6008,20000,Industrial,Services,,,,,,,,,
TTGT,"TechTarget, Inc.",88.41,4.08523664,3.47,Buy,331146,2489540908.9617,152.92883371,0.6079,940,Technology,Services,,,,,,,,,
TTI,"Tetra Technologies, Inc.",2.97,0.33783784,0.01,Neutral,4517761,376016530.964516,,-0.3724,1800,Industrial,Services,,,,,,,,,
